4555pb045	M	Duplo Figure, Male Fireman, Black Legs, Black Top with Fire Logo and Zipper, White Fire Helmet	167	16	http://www.bricklink.com/ML/4555pb045
4555pb046	M	Duplo Figure, Male, White Legs, Blue Top (Airplane Jetliner Pilot)	167	15.6999998	http://www.bricklink.com/ML/4555pb046
4555pb047	M	Duplo Figure, Female, Yellow Legs, Red Top with Yellow and Red Polka Dot Scarf, Yellow Arms, Fabuland Brown Hair, without Nose	167	16	http://www.bricklink.com/ML/4555pb047
4555pb048	M	Duplo Figure, Male, Blue Legs, White Two Button Cardigan, Gray Hair, Brown Head	167	15.8999996	http://www.bricklink.com/ML/4555pb048
4555pb049	M	Duplo Figure, Male, Dark Gray Legs, Medium Blue Vest, Gray Hair, Glasses	167	15.5	http://www.bricklink.com/ML/4555pb049
4555pb050	M	Duplo Figure, Male, Black Legs, Yellow Argyle Sweater, Gray Hair, Asian Eyes	167	15.5	http://www.bricklink.com/ML/4555pb050
4555pb051	M	Duplo Figure, Male, Black Legs, Red Top with Pockets (Intelli-Train Red Conductor)	167	19.2999992	http://www.bricklink.com/ML/4555pb051
4555pb052	M	Duplo Figure, Male, Black Legs, Yellow Top with Pockets (Intelli-Train Yellow Conductor)	167	19.2999992	http://www.bricklink.com/ML/4555pb052
4555pb053	M	Duplo Figure, Male, Black Legs, White Top with 2-672 Number on Chest, Black Hair, Black Hands, Stubble (Jailbreak Joe)	167	16	http://www.bricklink.com/ML/4555pb053
4555pb054	M	Duplo Figure, Male, Dark Gray Legs, Blue Top with Gold Necklace and Belt, Moustache (King)	167	15.8599997	http://www.bricklink.com/ML/4555pb054
4555pb055	M	Duplo Figure, Male, Red Legs, Blue Top, Life Jacket, Brown Hair	167	17.6200008	http://www.bricklink.com/ML/4555pb055
4555pb056	M	Duplo Figure, Male, Dark Gray Legs, White Top with Octan Logo, Green Helmet	167	15.5500002	http://www.bricklink.com/ML/4555pb056
4555pb057	M	Duplo Figure, Male, White Legs, Blue Top with Plane Logo, Yellow Aviator Helmet, (Pilot)	167	16.8600006	http://www.bricklink.com/ML/4555pb057
4555pb058	M	Duplo Figure, Male Police, Blue Legs, Black Top with Gold Badge, Black Hat, Turned Up Nose and Round Eyes	167	15.6999998	http://www.bricklink.com/ML/4555pb058
4555pb059	M	Duplo Figure, Male Police, Dark Gray Legs, Black Top with Zipper, Tie and Badge, Brown Hair	167	14	http://www.bricklink.com/ML/4555pb059
4555pb060	M	Duplo Figure, Male Police, Dark Gray Legs, Black Top with Zipper, Tie and Badge, Blue Aviator Helmet	167	16	http://www.bricklink.com/ML/4555pb060
4555pb061	M	Duplo Figure, Male Police, Blue Legs, Black Top with 3 Buttons and Badge, Blue Hat	167	16.5699997	http://www.bricklink.com/ML/4555pb061
4555pb062	M	Duplo Figure, Male Police, Blue Legs, Black Top with 3 Buttons and Badge, Blue Aviator Helmet	167	16	http://www.bricklink.com/ML/4555pb062
4555pb063	M	Duplo Figure, Male Police, Light Gray Legs, Black Top with 3 Buttons and Badge, Blue Aviator Helmet	167	16	http://www.bricklink.com/ML/4555pb063
4555pb064	M	Duplo Figure, Male Police, Light Gray Legs, Black Top with 3 Buttons and Badge, White Racing Helmet	167	17	http://www.bricklink.com/ML/4555pb064
4555pb065	M	Duplo Figure, Male, Red Legs, Red Top with Cat Eye Racer Logo, Blue Helmet	167	17.3099995	http://www.bricklink.com/ML/4555pb065
4555pb066	M	Duplo Figure, Male, White Legs, White Top with Black Zipper and Racer #1, Yellow Aviator Helmet	167	16.3999996	http://www.bricklink.com/ML/4555pb066
4555pb067	M	Duplo Figure, Male, Black Legs, Black Top with White Zipper and Racer #1, Yellow Helmet with Black Stripes	167	17.2399998	http://www.bricklink.com/ML/4555pb067
4555pb068	M	Duplo Figure, Male, White Legs, White Top with Black Zipper and Racer #2, Green Helmet	167	17.6000004	http://www.bricklink.com/ML/4555pb068
4555pb069	M	Duplo Figure, Male, White Legs, White Top with Black Zipper and Racer #2, Red Aviator Helmet	167	16.3799992	http://www.bricklink.com/ML/4555pb069
4555pb070	M	Duplo Figure, Male, Red Legs, Red Top with Black Zipper and Racer #2, White Helmet with Checkered Stripe	167	17.4599991	http://www.bricklink.com/ML/4555pb070
